date,close,volume,source,log_return,vodacom_era
2023-01-23,23.0,2274700,xlsx,0.019759149980462392,pre_announcement
2023-01-24,23.05,8077900,xlsx,0.0021715535135079325,pre_announcement
2023-01-25,23.55,12920300,xlsx,0.021460051019769288,pre_announcement
2023-01-26,23.25,1304000,xlsx,-0.012820688429061434,pre_announcement
2023-01-27,23.25,622600,xlsx,0.0,pre_announcement
2023-01-30,23.05,847500,xlsx,-0.00863936259070774,pre_announcement
2023-01-31,23.4,1940200,xlsx,0.015070252920998173,pre_announcement
2023-02-01,24.0,7298100,xlsx,0.02531780798429,pre_announcement
2023-02-02,24.0,2086300,xlsx,0.0,pre_announcement
2023-02-03,24.5,1746900,xlsx,0.02061928720273561,pre_announcement
2023-02-06,24.45,9459700,xlsx,-0.0020429016298002933,pre_announcement
2023-02-07,24.0,3603800,xlsx,-0.01857638557293542,pre_announcement
2023-02-08,24.0,1128700,xlsx,0.0,pre_announcement
2023-02-09,24.1,1112900,xlsx,0.004158010148663677,pre_announcement
2023-02-10,23.9,4673200,xlsx,-0.00833338155914441,pre_announcement
2023-02-13,23.75,390100,xlsx,-0.0062959284568147,pre_announcement
2023-02-14,23.7,1185600,xlsx,-0.0021074823395646983,pre_announcement
2023-02-15,23.7,3483300,xlsx,0.0,pre_announcement
2023-02-16,23.6,15340000,xlsx,-0.004228336109521064,pre_announcement
2023-02-17,23.65,205400,xlsx,0.002116402906377472,pre_announcement
2023-02-20,23.5,771800,xlsx,-0.006362693787828657,pre_announcement
2023-02-21,23.45,1567800,xlsx,-0.002129926257824965,pre_announcement
2023-02-22,23.5,11200400,xlsx,0.002129926257824849,pre_announcement
2023-02-23,23.4,970100,xlsx,-0.00426439878645754,pre_announcement
2023-02-24,23.35,590100,xlsx,-0.0021390382487493074,pre_announcement
2023-02-27,23.0,8930200,xlsx,-0.015102768185756742,pre_announcement
2023-02-28,23.3,3743300,xlsx,0.012959144642505116,pre_announcement
2023-03-01,23.35,2096800,xlsx,0.002143623543251369,pre_announcement
2023-03-02,23.5,2949200,xlsx,0.006403437035207007,pre_announcement
2023-03-03,23.45,404700,xlsx,-0.002129926257824965,pre_announcement
2023-03-06,23.0,4611000,xlsx,-0.019376278963138607,pre_announcement
2023-03-07,22.55,2794600,xlsx,-0.019759149980462333,pre_announcement
2023-03-08,20.95,28703400,xlsx,-0.07359641958054071,pre_announcement
2023-03-09,20.95,14873900,xlsx,0.0,pre_announcement
2023-03-10,20.6,1442700,xlsx,-0.016847570572611242,pre_announcement
